movie,title,review,isPos
Joker,Is there a need for a box-office uprising?,"You have to see this film to believe it. It's a masterpiece. More so in a world where comicbook-blockbusters and cash crabs rule Hollywood. Todd Philipps and Joaquin Phoenix did what nobody in their wildest dream could imagine: to make one of the most profitable movies with a small kind of art-house film in the DC-Batman-universe. Thanks to Philipps and Phoenix, a great many young people watched for the first time an honest movie which was made with a very special vision and told almost perfectly the story about a man struggling with life and how society interacts with him. The soundtrack alone is worth the admission. But the performance of Phoenix is out of this world. After I saw the soulless, brainless Star Wars 9 episode, I wonder when will the audience break away from movies which scripts are written from marketing and merchandising hacks. It seems there is a strong need for a box-office uprising.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,How did I not write a review for this movie yet???,"I've seen the film twice already and plan to see it many more times once it gets released to the public. A dark, but beautiful story with Joaquin Phoenix killing it, as the clown Prince of Gotham.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Incredible,"Incredibly presented the Joker.
Highly recommended.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,OMG a masterpiece of cinema,Everything about this film is AMZZZZZING! I can't say how effected I was by this such a beautiful film. Love love love it!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Best movie for the last past years,"Love the acting, love the soundtrack
The movie is screened well5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,MASTERPIECE BUT CAN ONLY BE WELL UNDERSTOOD BY PEOPLE WITH MENTAL DISORDERS,"This Movie Can Only be well understood by People who Suffer from Mental Disorders and Insecurities. I personally have Ocd and I was really Touched by the Scene Where Joaquin Phoenix told the therapist ""All I have are Negative thoughts.""I can Virtuall Summarize my whole life to that One sentence Joaquin Phoenix Said. He was so Brief and to the Point. He Ommitted nothing. He is Indeed a Living Legend.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,An Incredible Masterpiece,"Everything in this movie is highly artistic. If there will be a talk in future, that which movies were excelled in terms of artistical excellence? Then ,Joker will be ranked one of the top. The performance of Phoenix itself is the incredible thing of the movie. Just observe his body language, dialogues, expressions and mostly his over all merits as a craftsman in acting, you will be stunned. He should get an Oscar for this amazing portrayal though it may have been get a tough competition from Pattinson. Just a thought.
DC has made it clear that it's going to rule the cinematic world from now on.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A MASTERPIECE,"This movie is a masterpiece
In acting basically everything and it will be remembered for years to come give joaquin the Oscar ASAP5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Terrifying Descent into Madness,"2 hours of watching a seemingly (at the outset) normal person with a job, home, loving mother, maybe a bit of an unusual medical condition, slowly descend into complete madness and destruction.Great visuals, well shot, I am old and not easily disturbed and I found the portrayal of psychosis so completely believable it scared the hell out of me. Masterpiece.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Review joker,"Wow..........
What was that last night, I finally watched Joker.And what was that!
The movie was in my eyes fantastic.
Acting/cinematography/writing/soundtrack
I can only describe this movie in one word ""amazing"". So, let's talk about the acting of Joaquin Phoenix.
I have never see someone blend in his role like he did.
Like when he first killed those 3 guys in the subway, he had in that scene so much anger but also sadness.
It really looked like Phoenix was for real angry and sad.
And all of the other scene's, I just got the chills.
So like everyone say, he really deserve an Oscar.And then a big applause for Todd Phillips, how he write and direct this movie.
There was no second I thought when is this movie done.
The only sort of negative thing was, that the first half came up really slow.
But the second half made it good.My favorite thing about the whole movie was that sort of amusing part.
The music, the little jokes and his sentence; First I thought my life was a tragedy but actually it's a comedy.So here a summary,
Joker is a amazing movie, I am 100% sure that it is the best Dc movie that is ever made.
Acting/cinematography/writing/soundtrack are awesome.
And Joaquin Phoenix is a great actor ( btw this is the first movie that I saw with him).
And I enjoyed it so much.",0
Joker,A social service professional,"Wow! The most honestly portrayed movie version of how stigmatized mental health has been and still is in present day. Reality of government loosing funding, receiving no medications, to experiencing major trauma in a human beings life, society taking the side of the suffering of this real life based movie. Phoenix was magnificent and deserves a Grammy if not two! I will be buying this and using it in my group therapy sessions! Best movie 2019.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Best movie,"No joke this is by far the best movie that I've ever watch in my entire life and surpassing the magnificent movie 'Seven' (1995). At first I felt bad for the protagonist Arthur Fleck but when he starting to change into becoming the Joker I felt terrified of him which is amazing that the movie accomplished that. This movie is also not for everyone because of the lack of action and always annoys me when people saying this movie is bad with the reason of ""This movie is boring"". I really recommend you who likes a good story but I do not recommend this to the people who just want action like every Marvel movie.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,ONE OF THE MOST CAPTIVATING PSYCHOLOGICAL THRILLERS.,"The film never disappoints, not one bit. Joaquin Phoenix as Arthur Fleck/Joker is brilliant as hell, he lets his acting ooze out from his eyes and his body. The film is not about Joker and his violence and neither the director (Todd Philips) or the screenwriters (Todd and co-writer Scott Silver) have tried showing it that way; It istead focuses on Arthur's descent into madness, driven by his experience of society and how he finds his solace in the chaos that was indirectly started by his actions.
A must watch for every cinephile(thanks to cinematography by Lawrence Sher) and a treat to watch. Send in the clowns- the best of 2019 is here ! And also, the 2nd best of the decade (only behind Inception).5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Just brilliant,Joaquin was amazing. The whole movie is a masterpiece. Looking forward for the next chapters. Can't wait5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Oscar for Phoneix or we riot!,"I'm not a big fan of comic books, as the matter of fact I never read one and I usually don't care about movies based on them, Batman, Spiderman, Captain America, Marvel, DC, whatever... I'm a sucker for psychology movies and that's why I watched this one. And oh boy was it a good decision! If you're expecting your typical comic book-y Joker vs Batman, good vs evil kind of thing you will be disappointed. This is a study of REAL human madness, it's a critic of modern society, it's as real as it gets. Joker is a flawless movie, by far the greatest masterpiece of 21st century, and I am expecting at least one Oscar. And if it gets a sequel as good as this, that sequel deserves Oscar too. I've already seen it twice and I think I didn't have enough of it so I'll watch again5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,FANTASTIC,"Best movie I've ever seen! Everything is phenomenal, story adaptation, acting, cinematography, and more. It's an emotional thrill ride that takes you through a deeper look and mental health and our society.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Will go down as legend,"This is one of, if not the greatest interpretation I have ever seen. Everything about this movie screams OSCAR... I simply loved it.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Mesmerizing,"Amazing performance by Joaquin Phoenix.
Excellent story.
I truly enjoyed the film.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,11th Star,"Why there are only 10 stars for this movie?
I need 11th star to vote, only for this movie..5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A true masterpiece. Heath Ledger would've been proud.,"Joaquin Phoenix absolutely killed the movie (no pun intended) with his fantastic performance as Joker. The movie was beautiful and was smartly shot, if you're a person who notices small details like me, you'll be amazed by the details that were presented, like the colour scale in each scene as there was a specific pattern in that. The build-up in the background music also hinted how the character was developing until it reached the ""max level"" let us say. Even the scenes that were supposedly real, but turn out to be only a hallucination inside the mind of Arthur (Joker).
Moreover, despite what some people didn't like this movie just because it was too violent and showed that it was praising the evil and violence, while the real message is actual and should be taken seriously as we witness it from time to time, especially in school mass shootings. People don't end up killing the other all of a sudden, it is all built up from continuous bullying and getting abused, and when those people seek for help in mental health services lets say, they should really help them not just listening to them, asking the same questions over and over then give them medication which can get them addicted at some point.",0
Joker,I will tell u another joke,The people that hate the movie r the real joker .They may hate the movie but no one is there to listen to them .1 billion5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,"wow, I've seen this masterpeice twice",I really think that this has something for everyone. If you hold a place in the modern society then this movie has a something for you. This movie holds a mirros up to modern society and shows us who we are and what we're capabil of.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Masterpiece,"As someone who hates most comic book movies; The trailer sold me on this one and the movie did not disappoint, amazing film.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Masterclass,"This is a truly stunning piece of film. The character development is perfect. I honestly think this could be used in film and media studies as a lesson in exactly how to bring a character to fruition.I do feel it worth saying, this is a true honour to Heath Ledger's Joker. If he hadn't given the performance he did, this film wouldn't have been so interesting. I believe that Heath's portrayal of the Joker gave rise to our need to understand the character's back story more.If Joaquin doesn't win best Oscar I'll be a monkey's uncle! Anyone who can laugh and cry at the same time deserves accolades!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A Misunderstood Masterpiece,"Someday the throng of pious ""socially responsible"" critics who tried to destroy this powerful film will come to figure out why Joker is truly the movie of the decade.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Cinematic Perfection.,"This is not your ordinary great movie. This is legendary cinematography, acting, direction, narration, art direction, costumes, score, from beginning to end. This is perfection serendipity that comes together when all magic is aligned in the universe. Joaquin Phoenix gives a mesmerizing breath-taking performance that may still haunt you after you leave the theater. His acting is totally flawless in every second of his presence, you are drawn to his character, relating to his world, falling for him, his villain yet deeply angelic psyche. As a character he is unmatched, as an actor he just redefined acting.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A true masterpiece!,"Wawooooooooo!
Not an easy one, but, again, wawooooooooo!!!A true masterpiece on all parameters:Acting, story, directing, music.A very strong and troubling spiritual and social message too...So for the last time - wawooooooooo!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Masterpiece,"Joker is a deliciously great movie. Despite the unjustified criticism, this film is undoubtedly an audiovisual jewel, from photography (accompanied by an exciting soundtrack) to the impeccable performance of Joaquin Phoenix. The best of the year.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Oscar to joaquin,If the actor joaquin don't win an oscar i will stop considerate this ceremony a worthy price5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,This movie is UNMATCHED!,"Right from the start you notice the brilliance of the cinematography. Joaquin Phoenix's performance is masterful! Worthy of an Oscar nomination no questions about it. The score is thrilling and gives you chills at times. A dark, disturbing and trembling experience in all of the best ways possible. This film is a masterpiece! It works as it's own original origin story with tiny little Easter eggs from the comics for fans to recognize.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,One of the best movies in a long time,You shouldn't expect a superhero movie. It's more of a character study. Great acting performance and a very dense atmosphere.In between I forgot that I still hold popcorn in my hand. A really outstanding film.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,The line between politics and art today.,"I think in this film, the director wanted to show us the current political scene, very subtle. The director demonstrates how from a clown you become the great boss. In the case of Donald Trump, this character may be, if we analyze the film from a political point of view, very discreetly combined politics and art.
Yes the actor had a flawless performance.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Unreal,"Before you go to watch the movie you think it's gonna be overhyped, but no it lives up to all expectations! Firstly the acting is amazing amazing Mr. Phoenix may just get shortlisted for the Oscar IMO! The plot packs a punch at every twist and every turn, for me there was never ever a dull moment. I'm not going to go into much detail you have to see it to believe it an absolute masterpiece! THATS LIFE.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A movie you could watch again and again,"I'll be honest , I didn't think Joaquin Phoenix was going to be right for the role, I kept thinking of his role in Signs and Gladiator when I first heard that he would be playing the joker several months ago. DC having changed direction with its movies and flavour , the joker Heath Ledger played was a new level of amazing that probably wouldn't have ever been matched but I think that dark and chaotic feel really came out with this movie, It made you really empathise for the joker .it felt very real and it showed how Gotham created the joker .Great movie , best I've watched all year.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,"Joaquin Phoenix, take a bow","There isn't much else to say; Joker is one of the most absorbing, powerful films ever made. The cinematography is remarkable and the score is just perfectly potent and understated. This is not a thrill-a-minute movie designed to keep you entertained throughout. It is a heavy, all-consuming character study that invites you, with reluctance and fascination, into the mind of a severely disturbed outcast. I don't remember any movie leaving me feeling so emotionally disoriented as I left the cinema.The performance by Joaquin Phoenix is something very special indeed. We spend nearly the full two hours just watching him close up and every second is exhilarating. Rarely, if ever, has a character been so utterly captivating, so desperate and so tragic. His physical acting, from writhing in anguish to dancing with warped delight, is utterly mesmerising. And not once did he ever lay it on too thick. To portray that level of pain and fury without indulging in excess morbidity or melodrama is quite an achievement.Forget where this masterpiece fits into the world of DC comics and Batman movies; Joker is a stand-alone film that deservedly takes its place amongst the greats.",0
Joker,'You don't really understand an antagonist until you understand why he's a protagonist in his own version of the world',"Such a sad movie with a consuming psychological depth. a dark portrayal of a character with an iconic and sorrowful laugh, who slowly collapses under the pressuring circumstances. great soundtracks and beautiful acting.
it seems to be an everyday tragic but it still touches you in a new and different way of raw & haunting reality. the best part: another interpretation of the joker. his disoriented and ""unintentionally"" actions are full of desperation, (always had a weak spot whenever I saw people hurting inside, and he definitely hit that). it really feels like the beginning of all - of how arthur becomes the joker.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Great movie + perfect actor,"Well done Joaquin Phoenix as a perfect joker,and i want to see deleted 30 min, I think it has how many great senses we lost . The Best movie in 2019 i ever watched5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Instant Cult!,Please go and see the movie! Its a masterpiece! Avoid the stupid critics. I think they have created the best dark version of comics antagonist with this film. Oscars to whole team of Joker!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,A true work of filmmaking art!!,"I will only be saying what everyone else is. Joaquin Phoenix is off the charts amazing. If he doesn't win just about every award there is for movies then there should be no more awards.
Rarely do I ever come out of a movie saying "" I just saw a masterpiece of a movie"" maybe a few times in my life. This was a masterpiece of filmmaking and acting.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,This movie deserve an oscar!,"Im sorry to all who didn't like this movie, but this movie is one of the best movies i've seen in my life.
My mouth was wide open the whole movie. Everything was perfect, the sound, the art, the storyline. Just give this man an oscar5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Although everyone's entitled....,"Although everyone's entitled to their own opinion and that's totally understandable and everything but to the people who are bashing this masterpiece by saying it is showing ""irresponsible violence"", it ""mocks mental illness"" and all that, I'll just say read or know about comics first and then watch this movie, go home, think, and watch it again just to appreciate the sheer brilliance that this movie portrays in terms of acting, direction, cinematography, the background score and what not!
I'm not saying that everyone has to read comics before watching this movie I'm just suggesting that before bashing this piece of art, know about the character, it's story arc what it stands for, it's history and all that. If the issue still pertains? Maybe it is wrong but give it a try.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,One of the best movies out there!,"Short review straight to the point.Joaquin Phoenix 11/10
Story 11/10
Directing 11/10
Writing 11/10
Pacing 11/10
Exitement 11/10
Soundtracks 11/10
Cinematography 11/10This movie is in its own genre and an instant classic. This is a must see! Bring the oscars!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,"Realistic Origin & Amazing, Gritty Performance","The film starts off slow but straight off the bat, compelling, interesting look into the life of Arthur Fleck, Joker. It is unclear whether or not this is the Infamous Joker aka Batman's nemesis. Without trying to spoil anything, it is unclear whether or not some parts of this origin are true or not, and this is because of an unreliable narrator/main character. This is what makes this movie stand out just as plenty of other stories do as well. The ability to give the audience/reader a chance to analyze the material and theorize themselves what it is that is being discussed or viewed. It was honestly an amazing performance by Joaquin Phoenix. It was reminiscent of Ledger's haunting performance that was truly one of a kind. And so is Joaquin's. It was a psychological masterpiece of not only the development of a character (one of the best like walter white level, and Joker is just a 2 hr movie) but the cinematography that made this mental breakdown come to life. I don't know whats up with the critics, but they definitely got this one wrong.I don't believe this needs a sequel... this is by far the greatest origin story for a mysterious villain arch storyline. And this coming from a Wolverine fan, Logan was great, this was superior... all we need is a Punisher Origin story, in the idea of Platoon. Joker deserves a 9.7.",0
Joker,Cried a little,"Everyone that has ever bullied someone should see this movie just to understand what that behaviour does to people. Not everyone act like Joker but it sure hurts and breaks you inside. Beautiful beautiful movie, 10/105 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Just give Joaquin Phoenix the Oscar already!,"I've never written a review on here before, but Joaquin Phoenix's performance in this movie floored me. By the end, I was simply in awe! If he doesn't win the Academy Award for Best Actor, I'll never watch the Oscars ever again.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,The best in 2019 and of the best I've ever seen,"A masterpiece, the best in 2019 and one of the best I've ever seen. Phoenix did his best and more, and he WILL get that Oscar once and for all. Arthur's character is sad and miserable, got nothing from life expect more sadness, he is maybe mad but in the and, when he says that to Murray is true and fair, some of us still have that life some of us had that life, and we all understand what suffers Arthur. He is a villain but he is also a hero in a way5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Joaquin is the best actor right now.,"The best live action joker by far, the plot is designed form him to shine and Joaquin gives proves that he is probably the best actor alive.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,😍Movie of the year😍,"Nothing to say just a fkn MASTERPIECE😍
The acting, story, characters it is just all perfect5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Movie of the century,Not the movie of the year but the movie of the century5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,The Origin Story Joker Deserves,"I came into this movie with the highest scepticism. Partly because Heath Ledger's Joker was my favourite movie character of all time and i coulnd't see how somebody would come close to it. But Joaquin did, BIG TIME. Because you see, Dark Knigh'ts Joker was a badass dude, crazy at times, but this, this was something else. I saw people come in with kids, i also read people are hating on it for being too violent and triggering. WHAT DID YOU EXPECT? This movie is about Joker, the prince of darkness, the craziest of them all. I had been waiting for a movie like this in years!!! Thank you Joaquin Phoenix!!! Thank you Todd Phillips!!!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Genius,"What a great movie. Joaquin Phoenix performance was beautiful. The greatest villain in history deserved this performance. It's so sad, but it is a movie that occurs in the 70s with today's society. The photography was great, but a lot of close ups.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Heavy movie,"Reality might be even darker. Gotham people get their joker. But we vote got our president, who is one of Thomas Wayne. All these remind me communism vs capitalism.5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Outstanding,"I've never seen a movie with such depiction of life. I truly felt the character, what he was feeling. Outstanding acting by Joaquin, he portrayed the true essence of the character and created an examplary joker.
It's true what they say: All it takes is a one bad day5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Wow. Just wow!,"I went to the cinema to see this movie today. What an amazing movie. I'm speechless. It's dark, very dark. The music is beautiful and Joaquin Phoenix is acting fantastic!! Wow! I love this movie so much!5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Amazing and rare masterpiece,"I'm still in the theater. Creadits are rolling. Don't want to include any spoilers, but I will definitely come back to watch again and again as long as it's on the big screen. Incredible performance by Phoenix, thought provoking, emotional and moving. Absolute pleasure5 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,In your face call for justice that upsets the corrupt elite,"There is a reason why this masterpiece is being panned by the crony capitalist critics. It challenges their all too comfortable fake construction of reality and it does so in such an effective way, that it almost automatically elicits a bad faith defensive reaction from them, frightened to the bone that their charade might get uncovered. Joker might be delusional, but it is they that sell delusions in order to maintain the status quo.But, eventually, and they know it, you get what you deserve. That sentence and that sentiment is what so scares them, because this movie cuts too close to the bone, and like all great, game-changing art, it is just a bit too true.When Joker, who is a true hero here, helps a character, equally mistreated by the powers that be, go free, he points that he was the only one that treated him well. This is a call for kindness that is essence of the movie, but it is barely noticed by those who, like the villain of the movie, Thomas Wayne, think we are all despicable clowns. So they lie and pool wool over our eyes, as they only can, misconstrue and make false scares, so that the point of the movie that is most damaging for them would not get across.All these are marks of a great movie. In Europe, it was instantly recognized - and rewarded, for the subversive potential it has. In North America, it scared the hell out of conformists, and the reaction was, for many, an almost reflexive rejection. Which means it hit, it hit hard, quite uncomfortably so. And if anything the hypocrites hate so much, it is the movie that exposes them, and, even more so, exposes the paper tiger of the blood sucking system they depend on for what it is.",0
Joker,THE BEST JOKER EVER!!!!,"Best
Joker
Ever!!!
The best movie last 5 years!
10/105 out of 9 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Masterpiece,"I have seen Joker yesterday at Venice an early ill-fated screening. We had some trouble with audio that lead to a near-hour delay, but it definitely was worth it.Joker deserved to be presented at Venice Film Festival, an event that regards cinema as a form of art, because this film is far from a blockbuster or a mere entertainer movie, as most films in the genre are.It focuses on the psyche of the main character, as it slowly crumbles under the pressure of society. And thus, Joaquin Phoenix does a wonderful performance, earning almost surely a nomination at the oscars at least. It's a take on the Joker that differs from Ledger's, but I'd say that both are equally as good. The main difference might be that Ledger's joker is a rational that acts insane, while Phoenix's is insane to the root.Despite being a movie about a superhero villain, Joker is much superior to most of the movies of the genre (I'd exclude the Dark Knight Trilogy only, but Joker is easily as good as Nolan's movies, or at least very close). It is a small-scaled film, with a distinct style and cinematography (that cannot but be appreciated) and a set of very cinephile references that however do not feel too forced or overly opressive. (most notable are the similarities to Scorsese's 'Taxi Driver' and his 'The King of Comedy', but also Chaplin's 'Modern Times' is somewhat referenced).I am eager to see more non-comedic efforts by Todd Phillips. This movie was so far probably the best of 2019 (at worst contested so far only by Dolor Y Gloria or Once Upon a Time in Hollywood)",0
Joker,All the 10's you see are because this movie is a 10/10,This will be a classic. Joaquin Phoenix did an outstanding job.8 out of 17 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,A cinematic masterpiece,"No words no words just an amazing movie with all things needed to establish the joker !!!!
This movie is beyond awards 😍😍😍😍17 out of 44 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A mote stilelish class of cinema,"Honestly and considering miself as someone who does know about cinema
You need a lot of confidente to play the joker
Phoenix probes us that with actitud everyting is posible
The best pinture of the year
A true Classic17 out of 44 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,a Masterpiece!,This movie is such a beautiful tribute to taxi driver and the king of comedy by Scorsese. Phoenix deserves absolutely an oscar for his joker and Todd Phillips.... he proved to be monstrously good at the direction like never before. Just applause12 out of 29 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,"2019 BEST PICTURE, but the academy won't allow it.","Without question the best movie of 2019 and probably more years can be included. It's just simply fantastic. The music, colors, Joaquin's performance... this is one of those rare movies I can watch at home and not be distracted by my phone or anything else; it consumes you like movies did before we had these phones and everyone went a.d.d. Everyone calls it dark, sure, but it's brilliant first. Simply fantastic.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Phoenix is STUNNING,"My God, this film is freaking amazing, and Phoenix gives the best performance ever. Think of Heath, a genius that deserved the Oscar, go the other way. Polar opposite interpretations. But both flawless and deserving of awards. See this film. If Phoenix does not get the Oscar, I will riot. Amazing.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Best Picture of the Year,"Best movie I've seen all year. The character development was amazing and had so much depth. It actually had me feeling empathy for this guy. It was an amazingly movie from the first scene to the last. Even the closing song of the movie was incredibly placed and timed. A masterpiece of cinematography, story, dialogue, and timing. It really stepped us through his dimentia and made us believe it. Another fine example of a movie that causes us to willingly suspend our disbelief. Juaquin Phoenix was perfectly cast.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,worth a second viewing,This is one of the best movies i've seen. thank you6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Frightening,Joaquin is so good and in this movie he shines best. That little dance he does is just so creepy yet nice dance moves. Great movie from beginning to end.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Sheer Poetry,"Joaquin phoenix ,take a bow .....and an oscar subscription. If you ever looked up acting in the dictionary you'll get , what Joaquin did as joker. There has never been a better performance by an artist, maybe at par but none better.
The movie is just a MASTERPIECE.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,THE BEST MOVIE I'VE EVER SEEN IN MY ENTIRE LIFE!!!,"Holy crap, this is what you must call a MASTERPIECE!!!
I don't understand the people who doesn't love this movie. this the best movie I've ever seen, it has a superb story, excellent actors (especially Joaquin Phoenix who did a really great job) and also really meaningful events and some very good action scenes!
It has a perfect start, a perfect continuance and a perfect ending to a perfect story!!!IT'S A PERFECT MOVIE AND A MASTERPIECE DON'T MISS IT!!!!!!!!!!!6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,I am rattled.,"Great direction, photography... everything. Phoenix's performance is, as per usual, absolutely on point. This film reaches way, way beyond the boundaries of the Batman universe.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Our society needs a JOKER now!,"I saw the movie today...TWICE...everything in this film is perfect. now i understand why here in greece(europe's Iran),they forbit it for teenagers. its a MUST SEE for young people so they will not let the system turn them to its pawns.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,THIS ONE GET MY FIRST EVER REVIEW,"WHAT A WATCH, I THOUGHT END GAMES WAS GREAT BUT THIS WAS WHAT YOU CALL A MASTERPIECE, IT WAS UNEXPECTED, I FOUND MY SELF SMILING WITH THE JOKER AS I COULD FEEL HIS PAIN, HE THE GUY SITTING 3 CUBES FROM YOU. IT FELT REAL, IT HAD THAT REBELLIOUS V FOR VENDETTA FEEL, I WOULD HAD BEEN RIGHT THERE WITH THEM, WITH MY OWN JOKER MASK. WELL DONE MR. PHOENIX.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Powerfull Movie!,"This movie is a masterpiece. If you ever were bullied or have had depressions and felt like everybody is against you, you will feel with the joker through the whole movie.
This movie is unsettling from the get go and gets only worse from there on (but in a good way:)). As we witness how the character - Arthur Fleck, who will become the joker - is gradually sinking into insanity, caused by the selfish and cold world he lives in and by his own psyche.
The role of the Joker is delivered brilliantly by Joaquine Phoenix, who in my opinion, deserves an oscar for it.But beware!
Its a movie unlike other superhero movies. This one is more of a character study of the joker, why he became who he is. I would sort it into the Genre of Drama/Thriller.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Best ever,"I used to think that it is impossible to fill the shoes of Heath Ledger's Joker, I am a huge fan of his. I was wrong. This was literally the best role I have seen in my life, speechless. The movie was great, but Joaquin was beyond that.6 out of 12 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,This is a fantastic film!,"I really get it if someone says its too depressing for me. Otherwise this is a fantastic film in every aspect. Acting, Story, Editing, Music, engagement, suspense and even comedy. It's ridiculous how good this movie is.4 out of 7 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,"Real, relatable, brilliant","This deviates from the traditional DC movies, with a much darker and realistic direction.It's not just the Joker, but the story of a character and his tribulations through a somewhat corrupted and malicious society.The ending was great. Not to detract from Heath Ledger or Jack Nicholson they each had their own style, however Joaquin makes him the most likeable and down to earth Joker to date.4 out of 7 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A True Masterpiece!,"One of the best movie I have ever seen in my life, yes you get less action that in Batman movies but what it loose in action, it gains in depth. What an incredible movie about the Joker past, it give a complete different point of view to this character. Joaquin Phoenix is awesome, he deserves the Oscar.4 out of 7 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Amazing,"Masterpiece of a movie and the best performance of all time by Joaquin Phoenix. Great, suspenseful movie that keeps you on edge and definitely deserves all of the awards it has received.4 out of 7 found this helpful.Was this review helpful?Sign into vote.Permalink",0
